Company,Month,Service,Campaign,Paid,Percent,Spend,Spent,Impressions,Clicks,CRT
ACE Air ,NOV,HVAC,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry ,NOV,Dentist,Display,900,0.3,270,78.32,93347,389,0.004167247
AirLogic ,NOV,HVAC,Display,500,0.3,150,77.95,28199,54,0.001914962
Aletheia Digital ,NOV,Marketing,Display,0,0.3,0,0,0,0,0
ASP Pools ,NOV,Landscaping & Pools,Display,700,0.3,210,0,0,0,0
Avery Roof Services,NOV,Roofing,Display,700,0.3,300,0,0,0,0
Bennie Smith Funeral Homes,NOV,Funeral,Display,1000,0.3,300,238.13,73254,82,0.001119393
Beracah Homes,NOV,Housing,Display,1100,0.3,330,238.23,80437,122,0.001516715
Bethany Church,NOV,Church & School,Display,0,0.3,0,0,0,0,0
Brothers Gutters,NOV,"Plumbing, HVAC",Display,500,0.3,150,93.5,49048,74,0.001508726
Butts Mill Farm ,NOV,,Display,1000,0.3,300,0,0,0,0
Buzzell Plumbing Heating & AC,NOV,"Plumbing, HVAC",Display,1000,0.3,300,1137.16,252469,411,0.001627923
Cheap Cheap Trees,NOV,Tree Service,Display,1000,0.3,300,116.08,39605,63,0.001590708
Childress Dental,NOV,Dentist,Display,500,0.3,150,21.23,30963,85,0.002745212
Chris Moore Roofing,NOV,Roofing,Display,350,0.3,105,70.87,25670,33,0.001285547
Claim Adjusters,NOV,Insurance,Display,0,0.3,0,0,0,0,0
Cofield Comfort Systems,NOV,HVAC,Display,300,0.3,90,32.08,24554,157,0.00639407
Columbus Hospice,NOV,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,NOV,Church & School,Display,436,0.3,130.8,101.69,36311,62,0.001707472
Complete Tire,NOV,Tire & Auto,Display,0,0.3,0,0,0,0,0
Containers by Reaves,NOV,Waste Management,Display,500,0.3,150,29.21,33155,109,0.003287589
Custom Home Furniture,NOV,Furniture,Display,1200,0.3,360,457.24,156830,732,0.004667474
Custom Home Sleep Shop,NOV,Furniture,Display,300,0.3,90,0,0,0,0
Daniel Appliance,NOV,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,NOV,Dentist,Display,500,0.3,150,105.56,36664,77,0.002100153
Desert Steel,NOV,Retail,Display,0,0.3,0,0,0,0,0
Do It Yourself Pest Control,NOV,Pest Control,Display,500,0.3,0,75.07,25128,15,0.000596944
Economy Air,NOV,HVAC,Display,750,0.3,225,66.11,28561,62,0.002170792
Elements Lawn & Pest,NOV,Landscaping & Pools,Display,600,0.3,180,0,0,0,0
E&S Clothing Warehouse,NOV,Retail,Display,1600,0.3,480,487.63,167514,137,0.000817842
Five Star Painting ,NOV,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,NOV,Tree Service,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,NOV,Waste Management,Display,250,0.3,75,23.13,18886,110,0.00582442
Hinson Galleries,NOV,Furniture,Display,600,0.3,180,119.35,42005,58,0.001380788
iAct BIO Pediactric Diabetes Mellitus,NOV,Clinical Trials,Display,900,0.3,270,123.4,131696,263,0.001997023
iAct Cardiomyopathy Trial,NOV,Clinical Trials,Display,1125,0.3,337.5,0,0,0,0
iAct Celiac Disease,NOV,Clinical Trials,Display,675,0.3,202.5,60.13,65129,139,0.002134226
iAct Incyte Ped Eczema,NOV,Clinical Trials,Display,675,0.3,202.5,0,0,0,0
iAct Lung Cancer,NOV,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer Two,NOV,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Galera Oral Mucositis,NOV,Clinical Trials,Display,1500,0.3,450,0,0,0,0
iAct Skin Infection,NOV,Clinical Trials,Display,1980,0.3,594,62.36,44545,101,0.00226737
iAct Pfizer AD ,NOV,Clinical Trials,Display,2880,0.3,864,0,0,0,0
iAct Ulcerative Colitis ,NOV,Clinical Trials,Display,1500,0.3,450,102.31,54448,168,0.003085513
iAct Ulcerative Shire,NOV,Clinical Trials,Display,2250,0.3,675,0,0,0,0
iAct Vivus Adolescent Obes,NOV,Clinical Trials,Display,1350,0.3,405,0,0,0,0
JAE of America,NOV,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,NOV,Lawyer,Display,500,0.3,150,0,0,0,0
Magic Bubbles,NOV,Cleaning,Display,750,0.3,225,154.35,55050,43,0.000781108
Marty Rae's Furniture,NOV,Furniture,Display,1800,0.3,540,374.8,129258,199,0.001539557
Maps.org,NOV,Roofing,Display,3600,0.3,1080,981.01,332018,341,0.001027053
Matt's Roofing & Gutters,NOV,Roofing,Display,1000,0.3,300,128.19,88917,376,0.004228663
Martin Brothers Body Works,NOV,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,NOV,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,NOV,Medical,Display,375,0.3,112.5,49.44,31736,105,0.003308546
Mikata Japanese Restaurant,NOV,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,NOV,Home Improvement,Display,600,0.5,300,114.97,40691,56,0.001376226
NATSB,NOV,Employment,Display,500,0.3,150,48.7,17723,38,0.002144107
Northridge Vet,NOV,Veterinary,Display,0,0.3,0,0,0,0,0
Overby Company,NOV,Office Supply,Display,400,0.3,120,81.76,57911,400,0.006907151
Overby Company,NOV,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,NOV,Garage Door,Display,0,0.3,0,0,0,0,0
Parkside Dental,NOV,Dentist,Display,500,0.3,150,38.8,27597,54,0.001956734
Pink Monarch,NOV,Medical,Display,560,0.3,168,59.88,39728,144,0.003624648
Piano Crafters,NOV,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,NOV,Roofing,Display,0,0.3,0,0,0,0,0
PRMC,NOV,Real Estate,Display,500,0.3,150,104.56,36484,45,0.001233417
ProGuard 562,NOV,Roofing & HVAC,Display,500,0.3,150,0,0,0,0
Ragan Grading & Septic,NOV,Plumbing,Display,500,0.3,150,0,0,0,0
Reliance Home Services,NOV,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Reliable Pool Enclosures,NOV,,Display,750,0.3,225,80.68,55998,153,0.00273224
Rosenfelds Deli,NOV,Restaurant,Display,850,0.3,255,0.01,2,0,0
Servpro CDW,NOV,Restoration & Cleaning,Display,0,0.3,0,1,59,1,0.016949153
"Servpro Harris, Meriwether, & Stewart",NOV,,Display,1000,0.3,0,137.24,45897,50,0.001089396
ServPro of Phenix City,NOV,Restoration & Cleaning,Display,300,0.3,90,37.52,25952,83,0.003198212
Shred A Way,NOV,Office Supply,Display,400,0.3,120,70.24,65796,30,0.000455955
Shred A Way,NOV,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,NOV,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,NOV,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,NOV,Church & School,Display,500,0.3,150,101.98,36671,38,0.001036241
Synovus Minority Birmingham,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Naples,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Atlanta,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Sarasota,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Mobile,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Orlando,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Cape Coral,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Hilton Head,NOV,Banking,Display,900,0.3,270,0,0,0,0
Synovus Albany Branding ,NOV,Banking,Display,800,0.3,240,70.2,58321,165,0.00282917
Synovus Mobile Branding ,NOV,Banking,Display,1350,0.3,405,163.75,89858,367,0.004084222
Synovus Tifton Branding ,NOV,Banking,Display,600,0.3,180,134.61,57700,262,0.004540728
Synovus Sarasota Branding,NOV,Banking,Display,1801,0.3,540.3,206.73,120755,499,0.004132334
Synovus Warner Robins Branding ,NOV,Banking,Display,1080,0.3,324,125.07,75480,239,0.003166402
Synovus Valdosta Branding ,NOV,Banking,Display,750,0.3,225,83.46,42143,174,0.0041288
Synovus Stockbrokers Caribbean ,NOV,Banking,Display,450,0.3,135,76.69,42218,160,0.003789853
Synovus Stockbrokers Wellington ,NOV,Banking,Display,1350,0.3,405,183.62,133771,878,0.006563455
Synovus Stockbrokers Palm Harbor ,NOV,Banking,Display,1350,0.3,405,225.16,136677,570,0.004170416
Synovus Stockbrokers Vanderbilt ,NOV,Banking,Display,900,0.3,270,142.85,79223,388,0.004897568
Synovus Stockbrokers Sarasota ,NOV,Banking,Display,900,0.3,270,186.7,98140,335,0.003413491
The Roofing Guys,NOV,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,NOV,Tire & Auto,Display,1700,0.3,510,113.18,117661,204,0.001733795
Tyler Home Improvement,NOV,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,NOV,Winery,Display,0,0.3,0,2.82,980,2,0.002040816
Warrior Restoration,NOV,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,NOV,Medical,Display,1100,0.3,330,228.84,80695,146,0.001809282
ACE Air ,SEPT,HVAC,Display,0,0.3,0,18.59,6560,9,0.001371951
Adams Family Dentistry,SEPT,Dentist,Display,900,0.3,270,113.29,103695,0,0
AirLogic,SEPT,HVAC,Display,0,0.3,0,0,0,0,0
Aletheia Digital,SEPT,Marketing,Display,0,0.3,0,0,0,0,0
ASP Pools ,SEPT,Landscaping & Pools,Display,700,0.3,210,0,0,0,0
Avery Roof Services,SEPT,Roofing,Display,700,0.3,210,0,0,0,0
Bennie Smith Funeral Homes,SEPT,Funeral,Display,1000,0.3,300,349.19,106319,121,0.001138084
Beracah Homes,SEPT,Housing,Display,1100,0.3,330,336.38,115691,135,0.001166901
Bethany Church,SEPT,Church & School,Display,0,0.3,0,0,0,0,0
Brothers Gutters,SEPT,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Butts Mill Farm ,SEPT,,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,SEPT,"Plumbing, HVAC",Display,1000,0.3,300,306.22,106337,150,0.00141061
Cheap Cheap Trees,SEPT,,Display,0,0.3,0,0,0,0,0
Childress Dental,SEPT,Dentist,Display,500,0.3,150,74,55123,199,0.003610108
Chris Moore Roofing,SEPT,Roofing,Display,350,0.3,105,95.9,33866,39,0.001151597
Claim Adjusters,SEPT,,Display,1000,0.3,300,0,0,0,0
Cofield Comfort Systems,SEPT,HVAC,Display,500,0.3,150,78.98,36772,264,0.007179376
Columbus Hospice,SEPT,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,SEPT,Church & School,Display,0,0.3,0,166.9,57988,92,0.001586535
Complete Tire,SEPT,Tire & Auto,Display,600,0.3,180,60.12,24792,143,0.00576799
Containers by Reaves,SEPT,Waste Management,Display,500,0.3,150,34.55,49284,131,0.002658063
Custom Home Furniture,SEPT,,Display,0,0.3,0,0,0,0,0
Custom Home Sleep Shop,SEPT,,Display,0,0.3,0,0,0,0,0
Daniel Appliance,SEPT,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,SEPT,Dentist,Display,500,0.3,150,151.79,53167,105,0.001974909
Desert Steel,SEPT,Retail,Display,0,0.3,0,1342.38,453660,352,0.000775911
Do It Yourself Pest Control,SEPT,,Display,500,0.3,150,137.94,48156,38,0.000789102
Economy Air,SEPT,HVAC,Display,500,0.3,150,49.28,33896,144,0.004248289
Elements Lawn & Pest,SEPT,Landscaping & Pools,Display,600,0.3,180,166.4,58001,72,0.001241358
E&S Clothing Warehouse,SEPT,,Display,0,0.3,0,0,0,0,0
Five Star Painting ,SEPT,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,SEPT,Tree Service,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,SEPT,Waste Management,Display,250,0.3,75,19.58,23296,127,0.00545158
Hinson Galleries,SEPT,Furniture,Display,600,0.3,180,166.49,57411,75,0.00130637
iAct BIO Pediactric Diabetes Mellitus,SEPT,Clinical Trials,Display,1125,0.3,337.5,0,0,0,0
iAct Cardiomyopathy Trial,SEPT,Clinical Trials,Display,1125,0.3,337.5,235.93,159481,607,0.003806096
iAct Celiac Disease,SEPT,Clinical Trials,Display,1125,0.3,337.5,0,0,0,0
iAct Incyte Ped Eczema,SEPT,Clinical Trials,Display,0,0.3,0,62.3,54610,147,0.002691815
iAct Lung Cancer,SEPT,Clinical Trials,Display,0,0.3,0,103.74,65875,226,0.00343074
iAct Lung Cancer Two,SEPT,Clinical Trials,Display,0,0.3,0,120,77843,225,0.002890433
iAct Galera Oral Mucositis,SEPT,Clinical Trials,Display,1500,0.3,450,473.58,286787,968,0.003375327
iAct Skin Infection,SEPT,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pfizer AD ,SEPT,Clinical Trials,Display,2880,0.3,864,173.92,175041,265,0.001513931
iAct Ulcerative Colitis ,SEPT,Clinical Trials,Display,1500,0.3,450,307.65,159136,479,0.003010004
iAct Ulcerative Shire,SEPT,Clinical Trials,Display,0,0.3,0,239.26,154542,302,0.001954161
iAct Vivus Adolescent Obes,SEPT,Clinical Trials,Display,0,0.3,0,271.43,175361,377,0.002149851
JAE of America,SEPT,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,SEPT,,Display,500,0.3,150,0,0,0,0
Magic Bubbles,SEPT,Cleaning,Display,0,0.3,0,0,0,0,0
Marty Rae's Furniture,SEPT,Furniture,Display,1800,0.3,540,551.84,185579,311,0.001675836
Maps.org,SEPT,Roofing,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,SEPT,Roofing,Display,0,0.3,0,293.34,132297,489,0.003696229
Martin Brothers Body Works,SEPT,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,SEPT,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,SEPT,Medical,Display,375,0.3,112.5,127.32,65624,243,0.003702914
Mikata Japanese Restaurant,SEPT,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,SEPT,Home Improvement,Display,600,0.3,180,171.07,60880,65,0.001067674
NATSB,SEPT,Employment,Display,500,0.3,150,23.3,7819,13,0.001662617
Northridge Vet,SEPT,Veterinary,Display,0,0.3,0,0,0,0,0
Overby Company,SEPT,Office Supply,Display,400,0.3,120,100.37,34374,101,0.002938267
Overby Company,SEPT,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,SEPT,Garage Door,Display,0,0.3,0,0,0,0,0
Parkside Dental,SEPT,Dentist,Display,500,0.3,150,123.65,56194,179,0.003185393
Pink Monarch,SEPT,Medical,Display,560,0.3,168,93.8,71981,172,0.002389519
Piano Crafters,SEPT,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,SEPT,,Display,0,0.3,0,0,0,0,0
PRMC,SEPT,Real Estate,Display,500,0.3,150,144.73,53166,58,0.001090923
ProGuard 562,SEPT,Roofing & HVAC,Display,500,0.3,150,0,0,0,0
Ragan Grading & Septic,SEPT,Plumbing,Display,500,0.3,150,125.18,42412,85,0.00200415
Reliance Home Services,SEPT,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Reliable Pool Enclosures,SEPT,,Display,750,0.3,225,154.41,68201,100,0.001466254
Rosenfelds Deli,SEPT,Restaurant,Display,850,0.3,255,258.99,87814,118,0.001343749
Servpro CDW,SEPT,Restoration & Cleaning,Display,0,0.3,0,80.32,44635,79,0.001769912
"Servpro Harris, Meriwether, & Stewart",SEPT,,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,SEPT,Restoration & Cleaning,Display,300,0.3,90,110.53,60843,199,0.003270713
Shred A Way,SEPT,Office Supply,Display,400,0.3,120,50.56,51249,13,0.000253663
Shred A Way,SEPT,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,SEPT,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,SEPT,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,SEPT,Church & School,Display,500,0.3,150,151.65,53171,80,0.00150458
Synovus Minority Birmingham,SEPT,Banking,Display,900,0.3,270,240.99,117458,390,0.003320336
Synovus Minority Naples,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Atlanta,SEPT,Banking,Display,900,0.3,270,256.65,142145,498,0.003503465
Synovus Minority Sarasota,SEPT,Banking,Display,900,0.3,270,183.33,111171,469,0.004218726
Synovus Minority Mobile,SEPT,Banking,Display,900,0.3,270,221.96,114283,189,0.001653789
Synovus Minority Orlando,SEPT,Banking,Display,900,0.3,270,251.43,119460,335,0.002804286
Synovus Minority Cape Coral,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Hilton Head,SEPT,Banking,Display,900,0.3,270,248.09,148657,403,0.002710939
Synovus Albany Branding ,SEPT,Banking,Display,800,0.3,240,195.33,152282,361,0.002370602
Synovus Mobile Branding ,SEPT,Banking,Display,0,0.3,0,0,0,0,0
Synovus Tifton Branding ,SEPT,Banking,Display,600,0.3,180,209.83,96861,406,0.004191573
Synovus Sarasota Branding,SEPT,Banking,Display,1800,0.3,540,682.75,323945,1372,0.004235287
Synovus Warner Robins Branding ,SEPT,Banking,Display,1080,0.3,324,231.64,146926,328,0.002232416
Synovus Valdosta Branding ,SEPT,Banking,Display,750,0.3,225,141.68,64108,378,0.0058963
Synovus Stockbrokers Caribbean ,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Stockbrokers Wellington ,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Stockbrokers Palm Harbor ,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Stockbrokers Vanderbilt ,SEPT,Banking,Display,900,0.3,270,0,0,0,0
Synovus Stockbrokers Sarasota ,SEPT,Banking,Display,900,0.3,270,14.99,5046,39,0.007728894
The Roofing Guys,SEPT,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,SEPT,Tire & Auto,Display,860,0.3,258,110.35,153524,214,0.001393919
Tyler Home Improvement,SEPT,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,SEPT,Winery,Display,0,0.3,0,0,0,0,0
Warrior Restoration,SEPT,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,SEPT,Medical,Display,1100,0.3,330,334.69,116971,153,0.001308017
ACE Air ,AUG,HVAC,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,AUG,Dentist,Display,900,0.3,270,132.39,102550,0,0
AirLogic,AUG,HVAC,Display,0,0.3,0,0,0,0,0
Aletheia Digital,AUG,Marketing,Display,0,0.3,0,0,0,0,0
ASP Pools ,AUG,Landscaping & Pools,Display,700,0.3,210,191.43,164017,719,0.004383692
Avery Roof Services,AUG,Roofing,Display,0,0.3,0,252.27,72475,155,0.002138669
Bennie Smith Funeral Homes,AUG,Funeral,Display,1000,0.3,300,360.54,110004,148,0.001345406
Beracah Homes,AUG,Housing,Display,1100,0.3,330,349.56,120003,112,0.00093331
Bethany Church,AUG,Church & School,Display,0,0.3,0,0,0,0,0
Brothers Gutters,AUG,"Plumbing, HVAC",Display,0,0.3,0,0,0,0,0
Butts Mill Farm ,AUG,,Display,0,0.3,0,0,0,0,0
Buzzell Plumbing Heating & AC,AUG,"Plumbing, HVAC",Display,1000,0.3,300,320.98,110001,187,0.001699985
Cheap Cheap Trees,AUG,,Display,0,0.3,0,0,0,0,0
Childress Dental,AUG,Dentist,Display,500,0.3,150,75.25,57121,213,0.003728926
Chris Moore Roofing,AUG,Roofing,Display,350,0.3,105,125.91,45000,49,0.001088889
Claim Adjusters,AUG,,Display,0,0.3,0,0,0,0,0
Cofield Comfort Systems,AUG,HVAC,Display,500,0.3,150,114.39,56961,244,0.004283633
Columbus Hospice,AUG,Medical,Display,0,0.3,0,0,0,0,0
Columbus Technical College,AUG,Church & School,Display,0,0.3,0,171.32,60000,111,0.00185
Complete Tire,AUG,Tire & Auto,Display,1000,0.3,300,281.79,131269,237,0.001805453
Containers by Reaves,AUG,Waste Management,Display,500,0.3,150,32.43,45401,142,0.003127684
Custom Home Furniture,AUG,,Display,0,0.3,0,0,0,0,0
Custom Home Sleep Shop,AUG,,Display,0,0.3,0,0,0,0,0
Daniel Appliance,AUG,Appliance,Display,0,0.3,0,0,0,0,0
Dentistry for Children,AUG,Dentist,Display,500,0.3,150,159.55,55001,126,0.002290867
Desert Steel,AUG,Retail,Display,0,0.3,0,2239.34,755159,530,0.000701839
Do It Yourself Pest Control,AUG,,Display,500,0.3,150,40.12,13986,32,0.002288002
Economy Air,AUG,HVAC,Display,500,0.3,150,68.69,45727,131,0.002864828
Elements Lawn & Pest,AUG,Landscaping & Pools,Display,600,0.3,180,166.45,60002,87,0.001449952
E&S Clothing Warehouse,AUG,,Display,0,0.3,0,0,0,0,0
Five Star Painting ,AUG,,Display,0,0.3,0,0,0,0,0
Fosters Tree Service,AUG,Tree Service,Display,0,0.3,0,0,0,0,0
Green Team Dumpster Rentals,AUG,Waste Management,Display,250,0.3,75,13.09,20119,79,0.003926637
Hinson Galleries,AUG,Furniture,Display,600,0.3,180,191.16,66000,80,0.001212121
iAct BIO Pediactric Diabetes Mellitus,AUG,Clinical Trials,Display,1125,0.3,337.5,0,0,0,0
iAct Cardiomyopathy Trial,AUG,Clinical Trials,Display,1125,0.3,337.5,140.14,84277,295,0.003500362
iAct Celiac Disease,AUG,Clinical Trials,Display,1125,0.3,337.5,0,0,0,0
iAct Incyte Ped Eczema,AUG,Clinical Trials,Display,0,0.3,0,69.84,60468,222,0.003671363
iAct Lung Cancer,AUG,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Lung Cancer Two,AUG,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Galera Oral Mucositis,AUG,Clinical Trials,Display,1500,0.3,450,40.25,20591,104,0.00505075
iAct Skin Infection,AUG,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Pfizer AD ,AUG,Clinical Trials,Display,2880,0.3,864,292.72,201536,429,0.002128652
iAct Ulcerative Colitis ,AUG,Clinical Trials,Display,1500,0.3,450,276.1,154248,462,0.002995177
iAct Ulcerative Shire,AUG,Clinical Trials,Display,0,0.3,0,0,0,0,0
iAct Vivus Adolescent Obes,AUG,Clinical Trials,Display,0,0.3,0,0,0,0,0
JAE of America,AUG,,Display,0,0.3,0,0,0,0,0
Law Office of Shanna Rose,AUG,,Display,0,0.3,0,8.68,165,1,0.006060606
Magic Bubbles,AUG,Cleaning,Display,0,0.3,0,0,0,0,0
Marty Rae's Furniture,AUG,Furniture,Display,1800,0.3,540,555.33,194081,214,0.001102632
Maps.org,AUG,Roofing,Display,0,0.3,0,0,0,0,0
Matt's Roofing & Gutters,AUG,Roofing,Display,1000,0.3,300,57.99,34384,99,0.002879246
Martin Brothers Body Works,AUG,Tire & Auto,Display,0,0.3,0,0,0,0,0
McGuire's Portable Buildings,AUG,Buildings,Display,0,0.3,0,0,0,0,0
Midtown OB,AUG,Medical,Display,375,0.3,112.5,123.66,52369,212,0.004048196
Mikata Japanese Restaurant,AUG,Restaurant,Display,0,0.3,0,0,0,0,0
Mold Zero,AUG,Home Improvement,Display,600,0.3,180,179.3,62996,80,0.001269922
NATSB,AUG,Employment,Display,0,0.3,0,0,0,0,0
Northridge Vet,AUG,Veterinary,Display,0,0.3,0,0,0,0,0
Overby Company,AUG,Office Supply,Display,400,0.3,120,116.74,42081,106,0.002518952
Overby Company,AUG,Office Supply,Display,0,0.3,0,0,0,,0
Overhead Door -Watertown,AUG,Garage Door,Display,0,0.3,0,0,0,0,0
Parkside Dental,AUG,Dentist,Display,500,0.3,150,99.56,41928,155,0.003696814
Pink Monarch,AUG,Medical,Display,560,0.3,168,85.01,53847,231,0.004289933
Piano Crafters,AUG,Retail,Display,0,0.3,0,0,0,0,0
Platinum Roofing ,AUG,,Display,0,0.3,0,0,0,0,0
PRMC,AUG,Real Estate,Display,500,0.3,150,156.06,54997,60,0.001090969
ProGuard 562,AUG,Roofing & HVAC,Display,500,0.3,150,0,0,0,0
Ragan Grading & Septic,AUG,Plumbing,Display,500,0.3,150,156.03,52102,85,0.001631415
Reliance Home Services,AUG,Roofing & HVAC,Display,0,0.3,0,0,0,0,0
Reliable Pool Enclosures,AUG,,Display,750,0.3,225,4.25,3777,2,0.000529521
Rosenfelds Deli,AUG,Restaurant,Display,850,0.3,255,244.19,86637,99,0.001142699
Servpro CDW,AUG,Restoration & Cleaning,Display,0,0.3,0,0,0,0,0
"Servpro Harris, Meriwether, & Stewart",AUG,,Display,0,0.3,0,0,0,0,0
ServPro of Phenix City,AUG,Restoration & Cleaning,Display,300,0.3,90,47.06,29097,91,0.00312747
Shred A Way,AUG,Office Supply,Display,400,0.3,120,71.71,54169,91,0.001679928
Shred A Way,AUG,Office Supply,Display,0,0.3,0,0,0,,0
Smiths Radiator,AUG,Tire & Auto,Display,0,0.3,0,0,0,0,0
Southern Scarlett,AUG,Retail,Display,0,0.3,0,0,0,0,0
Success Unlimited Academy,AUG,Church & School,Display,500,0.3,150,157.03,55001,65,0.001181797
Synovus Minority Birmingham,AUG,Banking,Display,900,0.3,270,250.58,135588,244,0.001799569
Synovus Minority Naples,AUG,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Atlanta,AUG,Banking,Display,900,0.3,270,292.38,155766,237,0.001521513
Synovus Minority Sarasota,AUG,Banking,Display,900,0.3,270,271.16,144211,323,0.002239774
Synovus Minority Mobile,AUG,Banking,Display,900,0.3,270,237.63,120171,134,0.001115078
Synovus Minority Orlando,AUG,Banking,Display,900,0.3,270,315.76,154885,393,0.002537366
Synovus Minority Cape Coral,AUG,Banking,Display,900,0.3,270,0,0,0,0
Synovus Minority Hilton Head,AUG,Banking,Display,900,0.3,270,258.61,116874,296,0.002532642
Synovus Albany Branding ,AUG,Banking,Display,800,0.3,240,166.05,130749,274,0.002095618
Synovus Mobile Branding ,AUG,Banking,Display,600,0.3,180,0,0,0,0
Synovus Tifton Branding ,AUG,Banking,Display,600,0.3,180,168.95,95175,389,0.004087208
Synovus Sarasota Branding,AUG,Banking,Display,1800,0.3,540,254.53,177846,669,0.003761681
Synovus Warner Robins Branding ,AUG,Banking,Display,1080,0.3,324,223.4,130647,294,0.002250339
Synovus Valdosta Branding ,AUG,Banking,Display,750,0.3,225,149.72,79531,381,0.004790585
Synovus Stockbrokers Caribbean ,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Wellington ,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Palm Harbor ,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Vanderbilt ,AUG,Banking,Display,0,0.3,0,0,0,0,0
Synovus Stockbrokers Sarasota ,AUG,Banking,Display,0,0.3,0,0,0,0,0
The Roofing Guys,AUG,Roofing,Display,0,0.3,0,0,0,0,0
Tires First - Aletheia,AUG,Tire & Auto,Display,1700,0.3,510,283.23,170148,518,0.003044408
Tyler Home Improvement,AUG,Home Improvement,Display,0,0.3,0,0,0,0,0
Tuscan Rose Vineyards,AUG,Winery,Display,0,0.3,0,0,0,0,0
Warrior Restoration,AUG,Buildings,Display,0,0.3,0,0,0,0,0
West Georgia Eye Care,AUG,Medical,Display,1100,0.3,330,357.16,121000,151,0.001247934
ACE Air ,JULY,HVAC,Display,0,0.3,0,0,0,0,0
Adams Family Dentistry,JULY,Dentist,Display,900,0.3,270,192.1,114323,417,0.00364756
AirLogic,JULY,HVAC,Display,0,0.3,0,0,0,0,0
Aletheia Digital,JULY,Marketing,Display,0,0.3,0,0,0,0,0
